grapes,region,country,winery,rating
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Arnegui,3.4
[Shiraz/Syrah],Sydøstlige Australien,Australien,Tempus Two,3.5
[Tempranillo],Catalunya,Spanien,Familia Torres,3.5
[Chenin Blanc],Western Cape,Sydafrika,Leopard’s Leap,3.4
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Dão,Portugal,Cabriz,3.6
[Trebbiano],Terre di Chieti,Italien,Vanitá,3.7
[Malbec],Mendoza,Argentina,Butcher's Cut,3.7
[Shiraz/Syrah],Somontano,Spanien,Bodega Sommos,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Camille Cayran,3.6
[Sauvignon Blanc],Stellenbosch,Sydafrika,Welmoed,3.4
[Chardonnay],Central Valley,Chile,Montes,3.6
[Carménère],Colchagua Valley,Chile,Aetos,4
[Cabernet Sauvignon],Colchagua Valley,Chile,Montes,3.7
[Chardonnay],Uco Valley,Argentina,Andeluna,3.5
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Pinotage]",Western Cape,Sydafrika,Leopard’s Leap,3.4
"[Malvasia,Fiano,Catarratto Bianco]",Nuragus di Cagliari,Italien,Argiolas,3.7
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.3
[Chardonnay],Western Cape,Sydafrika,Boschendal,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château Fongaban,3.6
[Chardonnay],Western Cape,Sydafrika,Leopard’s Leap,3.5
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Baccolo,3.7
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes de Thongue,Frankrig,Domaine Montrose,3.7
[Cabernet Sauvignon],Western Cape,Sydafrika,Leopard’s Leap,3.4
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre Raone,3.5
[Pinotage],Wellington,Sydafrika,Rhino Wines,3.6
[Touriga Nacional],Dão,Portugal,Cabriz,3.6
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.5
[Primitivo],Puglia,Italien,Campo di Marzo,3.6
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Lenotti,3.6
"[Grenache,Tempranillo]",Navarra,Spanien,Bodegas Piedemonte,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Delheim,3.5
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Vanitá,3.9
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santa Maria La Palma,3.5
[Primitivo],Salento,Italien,Verosso,3.6
[Primitivo],Puglia,Italien,San Marzano,3.7
[Tempranillo],Somontano,Spanien,Enate,3.3
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Corterosso,3.7
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Sopra Sasso,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Rafale,3.4
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.6
[Sauvignon Blanc],Western Cape,Sydafrika,Two Oceans,3.3
[Glera (Prosecco)],Prosecco,Italien,Caldirola,3.4
[Shiraz/Syrah],Western Cape,Sydafrika,Leopard’s Leap,3.3
[Merlot],South Australia,Australien,Rawson's Retreat,3.4
[Mourvedre],Alicante,Spanien,Telmo Rodriguez,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Monica di Sardegna,Italien,Santadi,3.5
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Vinho Verde,Portugal,Anselmo Mendes,3.7
[Grenache],Cannonau di Sardegna,Italien,Santa Maria La Palma,3.4
[Verdejo],Rueda,Spanien,Analivia,3.5
"[Nebbiolo,Barbera,Dolcetto]",Rubicone,Italien,Conte di Campiano,3.8
[Sauvignon Blanc],Western Cape,Sydafrika,MAN,3.6
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Paul Mas,3.8
[Trebbiano],Trebbiano d'Abruzzo,Italien,Masciarelli,3.5
[Sauvignon Blanc],Constantia,Sydafrika,Buitenverwachting,3.7
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Cavalchina,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Aldonia,3.7
[Pinot Noir],Pfalz,Tyskland,Friedrich Becker,3.7
[Glera (Prosecco)],Prosecco,Italien,Ca' di Alte,3.5
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Celler de Capçanes,3.5
[Trebbiano],Verdicchio dei Castelli di Jesi,Italien,Moncaro,3.6
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Armatura,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Valdemar,3.6
"[Grenache,Tempranillo]",Campo de Borja,Spanien,Borsao Bodegas,3.4
[Pinot Noir],Pfalz,Tyskland,Hans Baer,3.6
[Primitivo],Salento,Italien,Vinosia,3.9
[Merlot],Stellenbosch,Sydafrika,Zonnebloem,3.5
[Pinot Grigio],delle Venezie,Italien,Casa Lunardi,3.8
[Chardonnay],Somontano,Spanien,Viñas del Vero,3.6
[Shiraz/Syrah],Mendoza,Argentina,Elsa Bianchi,3.4
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Altos de Rioja,3.5
[Glera (Prosecco)],Prosecco di Treviso,Italien,Marsuret,3.6
[Sauvignon Blanc],Robertson,Sydafrika,Van Loveren,3.4
[Chardonnay],Western Cape,Sydafrika,Spier,3.5
[Grenache],Campo de Borja,Spanien,Borsao Bodegas,3.4
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santadi,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut Maurin,3.2
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Gorgo,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Domaine du Bon Remède,3.6
[Sauvignon Blanc],Western Cape,Sydafrika,The Secretary Bird,3.4
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Paladin,3.7
[Shiraz/Syrah],Coastal Region,Sydafrika,Tall Horse,3.4
[Malbec],San Juan,Argentina,Bodega Finca Las Moras,3.7
"[Grenache,Tempranillo]",Castilla,Spanien,Gran Sello,3.8
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Barco Reale di Carmignano,Italien,Pierazzuoli,3.7
[Mourvedre],Jumilla,Spanien,Olivares,3.7
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Fattoria dei Barbi,3.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Briot,3.2
[Merlot],Stellenbosch,Sydafrika,Zonnebloem,3.5
[Pinotage],Western Cape,Sydafrika,Oude Kaap,3.5
[Sauvignon Blanc],Coastal Region,Sydafrika,Tall Horse,3.4
"[Baga,Castelao]",Tejo,Portugal,Lagoalva,3.7
"[Sangiovese,Montepulciano]",Lazio,Italien,Antico Ceppo,3.8
"[Grenache,Tempranillo]",Navarra,Spanien,Inurrieta,3.5
[Grüner Veltliner],Niederösterreich,Østrig,Weingut Bründlmayer,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Western Cape,Sydafrika,Two Oceans,3.2
[Pinot Grigio],delle Venezie,Italien,Bolla,3.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut Bicou,3.6
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.5
[Shiraz/Syrah],Coastal Region,Sydafrika,Bellingham,3.7
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Ken Forrester,3.3
"[Malvasia,Fiano,Catarratto Bianco]",Salento,Italien,Castello Monaci,3.8
[Cabernet Sauvignon],Western Cape,Sydafrika,Footprint,3.5
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tenuta Sette Ponti,3.5
"[Baga,Castelao]",Lissabon,Portugal,Casal Garcia,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Donnafugata,3.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Tanaïs Olivier,3.5
[Grenache],Cannonau di Sardegna,Italien,Antichi Poderi Jerzu,3.3
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Tramin,3.6
[Primitivo],Puglia,Italien,Torrevento,3.7
[Malbec],Valle Calchaqui,Argentina,Michel Torino,3.4
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.4
[Sauvignon Blanc],Curico Valley,Chile,Montes,3.6
[Carménère],Curico Valley,Chile,Los Riscos,3.3
"[Shiraz/Syrah,Grenache,Mourvedre]",Somontano,Spanien,Viñas del Vero,3.4
[Chardonnay],Coastal Region,Sydafrika,MAN,3.4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Caruso & Minini,3.6
[Chardonnay],Western Cape,Sydafrika,Footprint,3.4
[Trebbiano],Frascati,Italien,Poggio le Volpi,3.6
[Touriga Nacional],Dão,Portugal,Bacalhôa,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Haut-Mouleyre,3.6
[Shiraz/Syrah],Sydøstlige Australien,Australien,Rosemount,3.7
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lison-Pramaggiore,Italien,Bosco del Merlo,3.9
[Merlot],Western Cape,Sydafrika,The Secretary Bird,3.4
[Shiraz/Syrah],Sydøstlige Australien,Australien,Tempus Two,3.5
[Chardonnay],Curico Valley,Chile,Echeverría,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Hérault,Frankrig,Domaine la Colombette,4
[Primitivo],Salento,Italien,Cantine due Palme,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Beronia,3.7
[Trebbiano],Umbrien,Italien,Santa Cristina,3.7
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Tedeschi,3.5
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Valdemar,3.5
[Verdejo],Rueda,Spanien,Lan,3.6
"[Malvasia,Fernao Pires]",Alentejo,Portugal,Ervideira,3.6
[Pinot Gris],Pfalz,Tyskland,Weingut A. Diehl,3.9
[Pinot Grigio],Vigneti delle Dolomiti,Italien,Wilhelm Walch,3.7
"[Grenache,Tempranillo]",Castilla,Spanien,Dehesa de Luna,3.8
[Shiraz/Syrah],Nordlige Rhône,Frankrig,Paul Jaboulet Aîné,3.6
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Drouet,3.1
[Grenache],Cannonau di Sardegna,Italien,Cantina di Dolianova,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc,Frankrig,Lionne Leonessa,3.4
"[Trebbiano,Garganega]",Soave,Italien,Zenato,3.7
"[Sangiovese,Montepulciano]",Lazio,Italien,Antico Ceppo,3.7
[Shiraz/Syrah],Western Cape,Sydafrika,Spier,3.5
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Boutinot,3.4
[Blaufränkisch],Mittelburgenland,Østrig,Weninger,3.6
[Sauvignon Blanc],Western Cape,Sydafrika,Leopard’s Leap,3.4
[Pinot Noir],Veneto,Italien,Casalforte,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Boutinot,3.4
"[Grenache,Tempranillo]",Castilla,Spanien,Tofterup Brothers,3.8
[Primitivo],Salento,Italien,Tenuta Giustini,3.8
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Cantina Rosa del Golfo,4
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Ambroise Lapierre,3
[Viura],Rioja,Spanien,Altos de Rioja,3.5
[Riesling],Saale-Unstrut,Tyskland,Rotkäppchen,3.3
[Trebbiano],Montecarlo,Italien,Tenuta del Buonamico,3.6
[Chardonnay],Central Valley,Chile,Carmen,3.4
[Sauvignon Blanc],Western Cape,Sydafrika,Du Toitskloof,3.4
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Buccia Nera,3.7
"[Malvasia,Fiano,Catarratto Bianco]",Falanghina del Sannio,Italien,La Guardiense,3.8
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Abbotts & Delaunay,3.7
[Sauvignon Blanc],Central Valley,Chile,Miguel Torres Chile,3.5
[Bonarda],Mendoza,Argentina,Don Cristobal,3.4
[Trebbiano],Torgiano,Italien,Lungarotti,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Saint-Guilhem-le-Desert,Frankrig,Domaine de l'Hortus,3.6
[Carménère],Central Valley,Chile,Carmen,3.5
"[Grenache,Tempranillo]",Almansa,Spanien,Intruso,3.5
"[Nebbiolo,Barbera,Dolcetto]",Bardolino,Italien,Gorgo,3.6
"[Nebbiolo,Barbera,Dolcetto]",Bardolino,Italien,Corte Giara,3.5
"[Malvasia,Fiano,Catarratto Bianco]",Castel del Monte,Italien,Rivera,3.7
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Rafale,3.5
[Shiraz/Syrah],Western Cape,Sydafrika,Spier,3.5
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Les Jamelles,3.6
[Pinot Gris],Pfalz,Tyskland,Lergenmüller,3.6
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Hacienda López de Haro,3.5
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Montecarlo,Italien,Tenuta del Buonamico,3.4
[Chardonnay],Californien,USA,Salmon Creek,3.4
[Torrontés],Mendoza,Argentina,Phebus,3.6
[Cabernet Sauvignon],Tupungato,Argentina,Domaine Bousquet,3.6
[Shiraz/Syrah],Western Cape,Sydafrika,Leopard’s Leap,3.3
[Pinot Gris],Pfalz,Tyskland,Weingut A. Diehl,3.9
"[Malvasia,Fiano,Catarratto Bianco]",Puglia,Italien,Verosso,3.5
[Pinotage],Stellenbosch,Sydafrika,Welmoed,3.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.6
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,José Maria da Fonseca,3.4
[Grenache],Vino de España,Spanien,El Castilla,3.9
[Zweigelt],Niederösterreich,Østrig,Schloss Gobelsburg,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Bordeneuve,3.4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Leone de Castris,3.7
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes Catalanes,Frankrig,Vignerons de Tautavel Vingrau,3.5
[Chardonnay],Robertson,Sydafrika,Excelsior,3.6
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Rafale,3.5
[Chenin Blanc],Western Cape,Sydafrika,Boschendal,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Paul Jaboulet Aîné,3.6
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.5
[Sauvignon Blanc],Robertson,Sydafrika,Excelsior,3.4
[Montepulciano],Montepulciano d'Abruzzo,Italien,Agriverde,3.5
[Müller-Thurgau],Saale-Unstrut,Tyskland,Winzervereinigung Freyburg-Unstrut,3.5
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Emera,3.7
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Vinho Verde,Portugal,Quintas de Melgaço,3.7
[Pinot Blanc],Pfalz,Tyskland,Ellermann-Spiegel,3.7
[Grüner Veltliner],Kamptal,Østrig,Weinhof Waldschütz,3.6
[Montepulciano],Montepulciano d'Abruzzo,Italien,Caldora,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.5
[Pinotage],Stellenbosch,Sydafrika,Hill & Dale,3.6
"[Malvasia,Fiano,Catarratto Bianco]",Puglia,Italien,San Marzano,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Roc de Levraut,3.5
[Viognier],Breede River Valley,Sydafrika,Excelsior,3.6
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,San Fabiano Calcinaia,3.6
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Codorníu,3.6
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Bianco di Custoza,Italien,Cantina di Custoza,3.6
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Antiche Terre Venete,3.7
[Chardonnay],Robertson,Sydafrika,Arabella,3.5
[Sauvignon Blanc],Pfalz,Tyskland,Karl Pfaffmann,4
[Verdejo],Castilla,Spanien,Finca Constancia,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,El Meson,3.7
[Viognier],Côtes de Thongue,Frankrig,Domaine Montrose,3.7
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Grand Bellot,3.4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salice Salentino,Italien,Nero Marone,3.9
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Azienda Vinicola Losito e Guarini,3.6
[Shiraz/Syrah],Stellenbosch,Sydafrika,Welmoed,3.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Bonneau,3.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Talaise,3.4
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Pelaquie,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Domaine de Fondrèche,3.7
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Aldonia,3.7
[Riesling],Alsace,Frankrig,J. Riehl,3.7
[Mourvedre],Jumilla,Spanien,EGO,3.7
[Sauvignon Blanc],Stellenbosch,Sydafrika,Hill & Dale,3.4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Copertino,Italien,Severino Garofano,3.6
[Trebbiano],Trebbiano d'Abruzzo,Italien,Villa Rocca,3.6
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Feudi Branciforti dei Bordonaro,3.6
[Cabernet Sauvignon],Valle de Maipo,Chile,Aetos,4
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Palazzo Pisano,3.7
[Torrontés],Cafayate Valley,Argentina,Bodegas Etchart,3.9
[Tempranillo],Toro,Spanien,Vega Saúco,3.5
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Stemmari,3.9
[Pinot Gris],Pfalz,Tyskland,Ellermann-Spiegel,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux Supérieur,Frankrig,Château Prince Larquey,3.4
[Grüner Veltliner],Niederösterreich,Østrig,Heiderer Mayer,3.7
"[Sangiovese,Montepulciano]",Lazio,Italien,Antico Ceppo,3.7
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Domaine du Bon Remède,3.6
[Pinot Noir],Curico Valley,Chile,Los Riscos,3.5
[Tempranillo],Catalunya,Spanien,Ramón Roqueta,3.4
[Moscatel de grano menudo],Moscato d'Asti,Italien,Vite Colte,3.9
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Boschendal,3.4
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Hacienda López de Haro,3.5
[Pinot Gris],Pfalz,Tyskland,Weingut Metzger,3.9
[Chenin Blanc],Stellenbosch,Sydafrika,Delheim,3.6
[Melon de Bourgogne],Muscadet-Sevre et Maine,Frankrig,Domaine de la Bretonnière,3.8
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.5
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Cantina Rosa del Golfo,3.5
[Primitivo],Puglia,Italien,San Marzano,3.7
"[Grenache,Tempranillo]",La Mancha,Spanien,Pago de la Jaraba,3.6
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,La Rasina,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,San Marzano,4
[Tempranillo],La Mancha,Spanien,Balestino,3.3
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Dorgali,3.3
[Cabernet Sauvignon],Mendoza,Argentina,Kaiken,3.7
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Feudi del Pisciotto,3.4
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Dom Brial,3.5
[Merlot],Wellington,Sydafrika,Rhino Wines,3.4
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Contini,3.6
[Chenin Blanc],Western Cape,Sydafrika,Stony Cape,3.1
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Finca Besaya,3.4
"[Grenache,Tempranillo]",Catalunya,Spanien,Fortaleza del Rey,3.6
[Grenache],Côtes Catalanes,Frankrig,Mas Saint Pierre,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Thomas-Laurent,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Mons Igneus,3.5
[Viura],Rioja,Spanien,Bodegas Valdemar,3.5
[Tempranillo],Toro,Spanien,Finca Sobreno,3.7
"[Malvasia,Fernao Pires]",Península de Setúbal,Portugal,Sociedade Vinicola de Palmela,3.3
"[Sangiovese,Montepulciano]",Umbrien,Italien,Perticaia,3.7
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Silval,3.7
"[Sangiovese,Montepulciano]",Lacrima di Morro d'Alba,Italien,Mattei,3.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château Virevalois,3.3
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Calabrien,Italien,Statti,3.7
[Cabernet Sauvignon],Western Cape,Sydafrika,Footprint,3.5
[Merlot],Coastal Region,Sydafrika,Fairview,3.3
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Vinho Verde,Portugal,Casa Agricola de Compostela,3.7
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tancia - Azienda Agricola Silla,3.1
[Montepulciano],Montepulciano d'Abruzzo,Italien,Caleo,3.4
[Chardonnay],Western Cape,Sydafrika,Heron's Nest,3.4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salice Salentino,Italien,Cantine due Palme,3.7
"[Nebbiolo,Barbera,Dolcetto]",Romagna,Italien,Poderi dal Nespoli,3.6
[Shiraz/Syrah],Wellington,Sydafrika,Rhino Wines,3.4
[Viognier],Pays d'Oc,Frankrig,Les Jamelles,3.6
[Chardonnay],Californien,USA,Stone Cellars,3.4
[Tempranillo],Toro,Spanien,Balestino,3.6
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Castel del Monte,Italien,Rivera,3.5
[Chenin Blanc],Stellenbosch,Sydafrika,False Bay,3.7
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Firriato,3.5
[Montepulciano],Montepulciano d'Abruzzo,Italien,Bosco,3.4
[Sauvignon Blanc],Pfalz,Tyskland,Ellermann-Spiegel,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Vaccaro,3.6
[Sauvignon Blanc],Central Valley,Chile,Noblesse,3.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes du Roussillon,Frankrig,Terrassous,3.7
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Le Chiantigiane,3.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,L'Union des Vignerons des Côtes du Rhône,3.2
[Chenin Blanc],Stellenbosch,Sydafrika,Kaapzicht,3.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc,Frankrig,Terroir Sauvage,3.5
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Bolsignano,3.9
[Sauvignon Blanc],Stellenbosch,Sydafrika,Clos Malverne,3.5
[Trebbiano],Frascati,Italien,Poggio le Volpi,3.6
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château La Citadelle,3.5
[Pinot Grigio],Veneto,Italien,Käfer,3.7
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Reunis de Cebazan,3.7
[Pinot Grigio],delle Venezie,Italien,Fasoli Gino,3.6
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Pastora,2.6
"[Shiraz/Syrah,Grenache,Mourvedre]",Valencia,Spanien,El Angosto,3.6
[Pinot Blanc],Pfalz,Tyskland,Ellermann-Spiegel,3.7
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Duo des Plages,3.7
"[Nebbiolo,Barbera,Dolcetto]",Bardolino Classico,Italien,Cecilia Beretta,3.7
[Cabernet Sauvignon],Western Cape,Sydafrika,Massai,3.3
[Sauvignon Blanc],Central Valley,Chile,Pelusas,3.5
[Riesling],Mosel,Tyskland,Weingut Loersch,3.8
[Riesling],Rheinhessen,Tyskland,Weingut Geil,3.7
[Carménère],Colchagua Valley,Chile,Sutil,3.7
[Viura],Rioja,Spanien,Baron de Ley,3.5
[Pinot Gris],Pfalz,Tyskland,Karl Pfaffmann,3.7
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Feudi Branciforti dei Bordonaro,3.6
[Merlot],Western Cape,Sydafrika,Silver Leaf,3.7
