grapes,region,country,winery,rating,price,ratings_count,name
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tenuta Castiglioni,3.6,54.3559575448191,26500,Tenuta Castiglioni Chianti 2019
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Offley,3.7,54.95,2148,Offley Porto Ruby (Barão de Forrester) N.V.
[Glera (Prosecco)],Prosecco di Treviso,Italien,Viticoltori Ponte,3.7,53.09013387596715,2043,Viticoltori Ponte Prosecco Treviso Extra Dry N.V.
[Glera (Prosecco)],Prosecco,Italien,Villa Teresa,3.8,51.74984999130037,2022,Villa Teresa Prosecco N.V.
[Malbec],Mendoza,Argentina,Alamos,3.7,58.82357049370834,137871,Alamos Malbec 2021
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Stemmari,3.6,59,11011,Stemmari Nero d'Avola 2015
"[Baga,Castelao]",Lissabon,Portugal,Casal Garcia,3.6,59.315215234343746,26207,Casal Garcia Vinho Tinto 2019
[Pinotage],Western Cape,Sydafrika,Spier,3.5,46.90993596333703,8280,Spier Signature Pinotage 2018
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Freixenet,3.8,59.195871572782444,1787,Freixenet Cuvée Especial Ice Rosé N.V.
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Cosme Palacio,3.6,59.195871572782444,15872,Bodegas Cosme Palacio Glorioso  Rioja Crianza 2013
"[Malvasia,Fernao Pires]",Alentejano,Portugal,Esporão,3.6,51.74984999130037,14355,Esporão Monte Velho Branco 2016
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Lan,3.7,58.82357049370834,30086,Lan Crianza Rioja 2018
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Bodegas Faustino,3.6,49.5,1452,Bodegas Faustino Cava Brut Reserva N.V.
[Viura],Rioja Alta,Spanien,El Coto,3.5,51.74984999130037,14646,El Coto Blanco 2020
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Simonsig,3.6,50.26064567500396,5353,Simonsig Cabernet Sauvignon - Shiraz 2018
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Segura Viudas,3.4,51.74984999130037,1348,Segura Viudas Aria Cava Brut Nature N.V.
[Chenin Blanc],Stellenbosch,Sydafrika,Simonsig,3.7,56.58976401926372,7825,Simonsig Chenin Blanc 2019
[Glera (Prosecco)],Prosecco,Italien,Scanavino,3.5,56.5,1270,Scanavino Prosecco Extra Dry N.V.
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Sandeman,3.7,59.95,1154,Sandeman Medium Dry Sherry N.V.
[Chardonnay],Central Valley,Chile,Santa Rita,3.3,59.95,7548,Santa Rita 120 Reserva Especial Chardonnay 2018
"[Grenache,Tempranillo]",Costers del Segre,Spanien,La Boscana,3.7,52.5,3860,La Boscana Tinto 2018
"[Shiraz/Syrah,Cabernet Sauvignon]",Sydøstlige Australien,Australien,Rawson's Retreat,3.4,59,10034,Rawson's Retreat Shiraz - Cabernet 2019
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Casalforte,3.6,59,5345,Casalforte Corvina Veronese 2017
"[Gouveio,Rabigato,Malvasia Fina]",Porto,Portugal,Kopke,3.6,59.9,1046,Kopke Fine White Port N.V.
[Glera (Prosecco)],Prosecco di Treviso,Italien,Soligo,3.5,48.39914027963344,1024,"Soligo Prosecco Frizzante Treviso ""Ligà"" N.V."
[Verdejo],Rueda,Spanien,Protos,3.7,52.047690854559654,19618,Protos Verdejo 2021
[Bonarda],Mendoza,Argentina,Colonia Las Liebres,3.5,58.82357049370834,10525,Colonia Las Liebres Bonarda Clásica 2018
[Cabernet Sauvignon],Western Cape,Sydafrika,Spier,3.4,55.84516186111551,5173,Spier Signature Cabernet Sauvignon 2018
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Cusumano,3.6,54.281497329004274,8280,Cusumano Syrah 2018
"[Grenache,Tempranillo]",Costers del Segre,Spanien,Raimat,3.4,56.58976401926372,9381,Raimat Abadia Cabernet Sauvignon - Tempranillo 2017
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Viña Bujanda,3.6,59.195871572782444,6002,Viña Bujanda Rioja Crianza 2016
[Touriga Nacional],Dão,Portugal,Casa de Santar,3.8,48.39914027963344,12172,Casa de Santar Dão 2018
[Shiraz/Syrah],McLaren Vale,Australien,d'Arenberg,3.4,58.078968335560134,4812,d'Arenberg The Stump Jump Shiraz 2017
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Feudo Arancio,3.6,46.16533380518882,8348,Feudo Arancio Nero d'Avola Sicilia 2020
[Malbec],Tupungato,Argentina,Domaine Bousquet,3.7,50.8811474734608,19704,Domaine Bousquet Malbec 2020
[Chenin Blanc],Robertson,Sydafrika,Arabella,3.6,49.88834459592986,3722,Arabella Chenin Blanc 2019
[Montepulciano],Montepulciano d'Abruzzo,Italien,Natale Verga,3.4,59,3461,Natale Verga Montepulciano d'Abruzzo 2018
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,JP. Chenet,3.4,59,49108,JP. Chenet Original Cabernet - Syrah 2019
[Malbec],San Juan,Argentina,Bodega Finca Las Moras,3.7,55.1005597029673,10591,Bodega Finca Las Moras Dadá Art 1 2019
"[Xarel-lo,Parellada,Trepat,Viura]",Rías Baixas,Spanien,Bodegas Martín Códax,3.9,59.195871572782444,865,Bodegas Martín Códax Alma Atlántica Atlantic Bubbles Albariño N.V.
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Hacienda López de Haro,3.6,59.195871572782444,27945,Hacienda López de Haro Crianza 2019
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Castillo Perelada,3.6,49.5,824,Castillo Perelada Cava Semi Sec N.V.
[Shiraz/Syrah],Western Cape,Sydafrika,Two Oceans,3.3,49.14374243778165,4178,Two Oceans Shiraz 2016
[Pinotage],Stellenbosch,Sydafrika,Ken Forrester,3.5,56.58976401926372,4233,Ken Forrester Petit Pinotage 2019
[Sauvignon Blanc],Robertson,Sydafrika,Arabella,3.6,49.88834459592986,2209,Arabella Sauvignon Blanc 2020
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Arrogant Frog,3.5,55.84516186111551,7515,Arrogant Frog Ribet Red Cabernet Sauvignon - Merlot 2018
[Cabernet Sauvignon],Robertson,Sydafrika,Arabella,3.6,49.88834459592986,4986,Arabella Cabernet Sauvignon 2020
[Chardonnay],Central Valley,Chile,Cono Sur,3.5,49,4506,Cono Sur Tocornal Chardonnay 2020
[Pinot Grigio],Atesino delle Venezie,Italien,Ruffino,3.6,55.2,10641,Ruffino Lumina Pinot Grigio 2020
[Viognier],Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.8,55.84516186111551,7170,Domaine de la Baume Viognier Elisabeth 2019
"[Malvasia,Fiano,Catarratto Bianco]",Val di Neto,Italien,Librandi,3.9,58.82357049370834,5105,Librandi Critone Bianco 2019
[Primitivo],Puglia,Italien,Farnese,3.6,51.74984999130037,6303,Farnese Fantini Primitivo Puglia 2020
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Rocca delle Macìe,3.5,58.82357049370834,10594,Rocca delle Macìe Vernaiolo Chianti 2019
"[Grenache Blanc,Bourboulenc]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.9,55.84516186111551,4258,Domaine de la Baume Sauvignon Blanc Les Mariés 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.6,50.55848653826324,6255,Les Jamelles Pinot Noir 2020
"[Grenache,Tempranillo]",Somontano,Spanien,Viñas del Vero,3.4,48.39914027963344,11899,Viñas del Vero Roble Cabernet Sauvignon - Merlot Somontano 2020
[Merlot],San Juan,Argentina,Bodega Finca Las Moras,3.6,55.1005597029673,7289,Bodega Finca Las Moras Dadá Art 2 2019
[Malbec],Mendoza,Argentina,The Beefsteak Club,3.7,51.30308869641145,9545,The Beefsteak Club Beef & Liberty Malbec 2020
[Pinotage],Western Cape,Sydafrika,Spier,3.5,55.84516186111551,8280,Spier Signature Pinotage 2019
[Trebbiano],Lazio,Italien,Casale del Giglio,3.8,52.49445214944858,7743,Casale del Giglio Satrico Lazio Bianco 2020
[Chenin Blanc],Western Cape,Sydafrika,Spier,3.6,55.84516186111551,7713,Spier Signature Chenin Blanc 2021
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Piemonte,Italien,Dilé,3.8,59,605,Dilé Moscato N.V.
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Arrogant Frog,3.6,55.84516186111551,2543,Arrogant Frog Ribet Pink Syrah Rosé 2019
"[Baga,Castelao]",Alentejano,Portugal,Segredos de São Miguel,3.6,59,7393,Segredos de São Miguel Tinto 2019
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Argiolas,3.9,57.70666725648603,18210,Argiolas Costamolino Vermentino di Sardegna 2020
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Rubicone,Italien,Poderi dal Nespoli,3.7,57.18544574578228,1771,Poderi dal Nespoli Famoso 2020
[Verdejo],Rueda,Spanien,Vetus,3.8,58.82357049370834,4912,Vetus Flor de Vetus Verdejo 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.8,49.813884380115034,4230,Les Jamelles Mourvèdre 2018
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Domini Veneti,3.6,55.84516186111551,7574,Domini Veneti Valpolicella Classico Superiore 2017
[Chardonnay],Costers del Segre,Spanien,Raimat,3.6,59.195871572782444,6811,Raimat Castell de Raimat Chardonnay 2020
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Cellier des Dauphins,3.7,57.259905961597106,2829,Cellier des Dauphins Réserve Grenache - Syrah Côtes-du-Rhône 2019
[Tempranillo],Ribera del Duero,Spanien,Cune (CVNE),3.5,60,3919,Cune (CVNE) Roble 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Banfi,3.5,46.90993596333703,3246,Banfi Collepino (Merlot - Sangiovese) 2016
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santadi,3.7,46.90993596333703,4206,Santadi Villa Solais Vermentino di Sardegna 2018
[Shiraz/Syrah],Western Cape,Sydafrika,Arabella,3.6,49.14374243778165,4205,Arabella Shiraz 2019
[Sauvignon Blanc],Western Cape,Sydafrika,Spier,3.6,51.37754891222627,3682,Spier Signature Sauvignon Blanc 2020
[Mourvedre],Vino de España,Spanien,Trenza,4.1,59,2017,Trenza Selección Tardia La Orphica Monastrell 2019
"[Grenache,Tempranillo]",Manchuela,Spanien,Bodega Iniesta,3.3,55.84516186111551,2658,Bodega Iniesta Corazón Loco Tinto 2018
[Grenache],Cannonau di Sardegna,Italien,Sella & Mosca,3.5,58.82357049370834,7425,Sella & Mosca Cannonau di Sardegna 2020
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Monica di Sardegna,Italien,Argiolas,3.7,58.45126941463423,7504,Argiolas Perdera Monica di Sardegna 2019
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Cusumano,3.4,52.047690854559654,2479,Cusumano Merlot 2016
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.7,55.84516186111551,5435,Domaine de la Baume Syrah La Jeunesse 2019
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Castel del Monte,Italien,Torrevento,3.5,58.82357049370834,4646,Torrevento Castel del Monte Bolonero 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Arrogant Frog,3.5,59.195871572782444,7515,Arrogant Frog Ribet Red Cabernet Sauvignon - Merlot 2020
[Moscato],Asti,Italien,Araldica,3.7,59,494,Araldica Asti Spumante N.V.
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Cirò,Italien,Librandi,3.6,59.493712436041726,4026,Librandi Duca Sanfelice Cirò Classico Superiore Riserva Rosso 2015
"[Shiraz/Syrah,Cabernet Sauvignon]",Sydøstlige Australien,Australien,Badgers Creek,3.3,59,2545,Badgers Creek Shiraz - Cabernet 2019
[Cabernet Sauvignon],Coastal Region,Sydafrika,MAN,3.5,49.88834459592986,3359,MAN Cabernet Sauvignon (Ou Kalant) 2018
[Mencia],Bierzo,Spanien,Cuatro Pasos,3.5,51.74984999130037,3887,Cuatro Pasos Tinto 2015
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,3.7,58.82357049370834,467,Barbeito Madeira Medium Sweet N.V.
[Chardonnay],Valle de Casablanca,Chile,Veramonte,3.5,56.44084358763408,3418,Veramonte Chardonnay Orgánico Reserva 2018
[Grenache],Almansa,Spanien,Bodegas Piqueras,3.7,60,1757,Bodegas Piqueras Old Vines Garnacha 2016
"[Malvasia,Fiano,Catarratto Bianco]",Puglia,Italien,Baccolo,3.9,49,2132,Baccolo Appassimento Parziale Bianco 2019
[Shiraz/Syrah],South Australia,Australien,McGuigan,3.4,59,3049,McGuigan Shiraz 2016
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Zabu,3.9,51.37754891222627,5061,Zabu Chiantari Nero d'Avola 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Les Jamelles,3.8,46.090873589374,7766,Les Jamelles Syrah 2020
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Daunia,Italien,Farnese,3.7,53.78,2697,Farnese Primo Sangiovese - Merlot 2019
[Cabernet Sauvignon],Mendoza,Argentina,Alamos,3.6,58.82357049370834,25562,Alamos Cabernet Sauvignon 2021
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Donnafugata,3.5,59.4192522202269,13634,Donnafugata Sedàra 2017
[Grüner Veltliner],Niederösterreich,Østrig,Weingut R&A Pfaffl,3.8,52.12215107037448,3834,Weingut R&A Pfaffl Grüner Veltliner vom Haus 2020
[Chenin Blanc],Western Cape,Sydafrika,Boschendal,3.6,56.58976401926372,1900,Boschendal The Pavillion Chenin Blanc 2019
"[Grenache,Tempranillo]",Manchuela,Spanien,Bodegas Ponce,3.6,55.22466006265867,3045,Bodegas Ponce Clos Lojen Manchuela 2018
[Grenache],Cannonau di Sardegna,Italien,Dorgali,3.5,59.195871572782444,4750,Dorgali Vigna di Isalle Cannonau di Sardegna 2020
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.9,49.14374243778165,3140,Abtei Himmerod Feinherb Riesling 2020
[Cabernet Sauvignon],Western Cape,Sydafrika,Spier,3.4,55.84516186111551,5173,Spier Signature Cabernet Sauvignon 2020
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Cusumano,3.5,48.39914027963344,3484,Cusumano Insolia 2018
[Primitivo],Puglia,Italien,Tank,4,56.21746294018961,2407,Tank No. 32 Appassimento Primitivo 2020
[Merlot],Robertson,Sydafrika,Arabella,3.5,49.14374243778165,2675,Arabella Merlot 2019
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Cusumano,3.5,59.195871572782444,3484,Cusumano Insolia 2017
[Cabernet Sauvignon],Lujan de Cuyo,Argentina,Bodega Norton,3.5,59,4625,Bodega Norton Reserva Cabernet Sauvignon 2017
[Sauvignon Blanc],Constantia,Sydafrika,Buitenverwachting,3.7,57.33436617741192,2845,Buitenverwachting Buiten Blanc 2019
"[Grenache,Tempranillo]",Navarra,Spanien,Inurrieta,3.7,58.327169054942864,4008,Inurrieta Cuatrocientos Crianza 2018
[Pinot Noir],Santiago,Chile,Cono Sur,3.1,59,1911,Cono Sur Bicicleta Limited Edition Pinot Noir 2019
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Codorníu,3.4,48.39914027963344,352,Codorníu Extra Cuvée Seleccionada Reserva N.V.
[Pinotage],Stellenbosch,Sydafrika,Zonnebloem,3.6,56.58976401926372,3913,Zonnebloem Pinotage 2018
[Sauvignon Blanc],Western Cape,Sydafrika,Spier,3.6,55.84516186111551,3682,Spier Signature Sauvignon Blanc 2021
"[Grenache Blanc,Bourboulenc]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.7,55.84516186111551,4026,Domaine de la Baume Chardonnay Les Vignes de Madame 2019
"[Grenache,Tempranillo]",Catalunya,Spanien,Familia Torres,3.5,46.53763488426293,39052,Familia Torres Sangre de Toro 2020
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.7,55.84516186111551,3613,Domaine de la Baume Cabernet Sauvignon Les Thermes 2019
"[Corvina,Rondinella,Corvinone]",Valpolicella,Italien,Tedeschi,3.6,52.12215107037448,2286,Tedeschi Valpolicella Superiore 2014
[Tempranillo],Toro,Spanien,Telmo Rodriguez,3.6,59.195871572782444,6135,Telmo Rodriguez Dehesa Gago G 2019
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Boschendal,3.4,58.078968335560134,3114,Boschendal The Pavillion Shiraz - Cabernet Sauvignon 2018
"[Sangiovese,Montepulciano]",Terre di Chieti,Italien,Farnese,3.6,51.74984999130037,11609,Farnese Fantini Sangiovese Terre di Chieti 2020
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Pinotage]",Western Cape,Sydafrika,Leopard’s Leap,3.4,51.74984999130037,2809,Leopard’s Leap Pinotage - Shiraz 2017
[Tempranillo],Ribera del Duero,Spanien,Condado de Oriza,3.5,51.74984999130037,2558,Condado de Oriza Tempranillo Ribera del Duero 2019
[Viura],Rioja,Spanien,Bodegas Faustino,3.5,48.77144135870755,2824,Bodegas Faustino V Bianco 2020
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.6,49.14374243778165,1940,Abtei Himmerod Trocken Riesling 2020
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Viña Bujanda,3.6,59.02,6002,Viña Bujanda Rioja Crianza 2018
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Vina Herminia,3.6,55.77070164530069,3081,Vina Herminia Rioja Crianza 2016
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc-Roussillon,Frankrig,Domaine de la Baume,3.5,55.84516186111551,3201,Domaine de la Baume Merlot Grand Châtaignier 2019
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Tancia - Azienda Agricola Silla,3.1,48.39914027963344,1667,Tancia - Azienda Agricola Silla Chianti 2011
[Chenin Blanc],Coastal Region,Sydafrika,MAN,3.6,49.88834459592986,5894,MAN Chenin Blanc (Free-Run Steen) 2019
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Pinotage]",Western Cape,Sydafrika,Rib Shack,3.6,51.37754891222627,5558,Rib Shack Vintage Blend Red 2020
"[Grenache,Tempranillo]",Somontano,Spanien,Viñas del Vero,3.4,55.77070164530069,4227,Viñas del Vero Tempranillo - Cabernet Sauvignon Crianza 2017
[Verdejo],Rueda,Spanien,Palacio de Bornos,3.6,51.74984999130037,5573,Palacio de Bornos Verdejo 2020
[Riesling],Mosel,Tyskland,Abtei Himmerod,3.9,49.14374243778165,2340,Abtei Himmerod Spätlese Lieblich Riesling 2020
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Carignano del Sulcis,Italien,Santadi,3.6,51.74984999130037,4562,Santadi Grotta Rossa Carignano del Sulcis 2019
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Pedro Rodriguez e Hijos,3.5,49.95,289,Pedro Rodriguez e Hijos Don Benigno Cream N.V.
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Cellier des Dauphins,3.6,59,5267,Cellier des Dauphins Les Dauphins Cuvée Speciale Côtes du Rhône Rouge 2019
"[Grenache,Tempranillo]",Catalunya,Spanien,Bach,3.2,51.74984999130037,3297,Bach Viña Extrísima Tinto 2019
[Shiraz/Syrah],Stellenbosch,Sydafrika,False Bay,3.5,51.37754891222627,2484,False Bay Old School Syrah 2019
"[Malvasia,Fernao Pires]",Alentejano,Portugal,Herdade do Rocim,3.8,55.1005597029673,1803,Herdade do Rocim Mariana Branco 2019
[Sauvignon Blanc],Valle de Casablanca,Chile,Veramonte,3.5,56.515303803448894,4291,Veramonte Sauvignon Blanc Orgánico Reserva 2019
[Sauvignon Blanc],South Australia,Australien,Oxford Landing,3.3,48.39914027963344,3764,Oxford Landing Sauvignon Blanc 2019
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Dão,Portugal,Cabriz,3.6,47.5056176898556,22950,Cabriz Dão Colheita Seleccionada White 2021
[Tempranillo],Catalunya,Spanien,Familia Torres,3.5,59.195871572782444,8428,Familia Torres Coronas Crianza 2019
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Arnegui,3.4,52.12215107037448,2526,Arnegui Tempranillo Rioja 2018
[Shiraz/Syrah],Sydøstlige Australien,Australien,Tempus Two,3.5,59.195871572782444,1426,Tempus Two Silver Series Shiraz 2016
[Trebbiano],Terre di Chieti,Italien,Vanitá,3.7,58.82357049370834,1431,Vanitá Pecorino 2020
[Chenin Blanc],Western Cape,Sydafrika,Leopard’s Leap,3.4,58.078968335560134,1482,Leopard’s Leap Chenin Blanc 2019
[Cabernet Sauvignon],Colchagua Valley,Chile,Montes,3.7,58.82357049370834,31656,Montes Reserva Cabernet Sauvignon (Classic) 2021
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Anciens Temps,3.6,52.047690854559654,2656,Anciens Temps Cabernet Sauvignon - Syrah 2020
[Malbec],Mendoza,Argentina,Butcher's Cut,3.7,49,936,Butcher's Cut Premium Malbec 2020
[Chardonnay],Central Valley,Chile,Montes,3.6,55.77070164530069,8645,Montes Reserva Chardonnay (Classic) 2021
[Touriga Nacional],Dão,Portugal,Cabriz,3.6,48.77144135870755,17545,Cabriz Colheita Seleccionada Tinto 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Camille Cayran,3.6,51.74984999130037,1858,Camille Cayran Le Pas de la Beaume Côtes-du-Rhône Rouge 2019
[Sauvignon Blanc],Stellenbosch,Sydafrika,Welmoed,3.4,55.84516186111551,2115,Welmoed Sauvignon Blanc 2018
[Carménère],Colchagua Valley,Chile,Aetos,4,51.00524783315217,3480,Aetos Reserva Privada Carménère 2020
[Chardonnay],Uco Valley,Argentina,Andeluna,3.5,55.77070164530069,2010,Andeluna 1300 Chardonnay 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château Fongaban,3.6,51.37754891222627,5177,Château Fongaban Castillon - Côtes de Bordeaux 2019
"[Malvasia,Fiano,Catarratto Bianco]",Nuragus di Cagliari,Italien,Argiolas,3.7,55.84516186111551,3311,Argiolas S'Elegas Nuragus di Cagliari 2019
[Chardonnay],Western Cape,Sydafrika,Boschendal,3.7,55.91962207693033,1678,Boschendal Jean Garde Unoaked Chardonnay 2020
[Montepulciano],Montepulciano d'Abruzzo,Italien,Citra,3.3,48.77144135870755,5173,Citra Montepulciano d'Abruzzo 2019
[Cabernet Sauvignon],Western Cape,Sydafrika,Leopard’s Leap,3.4,49.813884380115034,1878,Leopard’s Leap Cabernet Sauvignon 2019
[Chardonnay],Western Cape,Sydafrika,Leopard’s Leap,3.5,58.078968335560134,1121,Leopard’s Leap Chardonnay (Unwooded) 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes de Thongue,Frankrig,Domaine Montrose,3.7,59.195871572782444,7029,Domaine Montrose Rosé 2021
[Tempranillo],Ribera del Duero,Spanien,Torremorón,3.6,55.84516186111551,3507,Torremorón Tempranillo 2020
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Baccolo,3.7,49,5476,Baccolo Appassimento Parziale 2018
[Pinotage],Wellington,Sydafrika,Rhino Wines,3.6,59.56817265185654,1321,Rhino Wines Red Rhino Pinotage 2017
"[Malvasia,Fiano,Catarratto Bianco]",Vermentino di Sardegna,Italien,Santa Maria La Palma,3.5,55.84516186111551,9491,Santa Maria La Palma Aragosta Vermentino di Sardegna 2021
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre Raone,3.5,49.64014387654712,1013,Torre Raone Lucanto Montepulciano d’Abruzzo 2016
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.5,57.33436617741192,1185,Cantina Bolzano / Kellerei Bozen Pinot Bianco 2015
"[Grenache,Tempranillo]",Navarra,Spanien,Bodegas Piedemonte,3.6,58.749110277893514,1871,Bodegas Piedemonte Cuatro Tierras 2018
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Lenotti,3.6,51.37754891222627,4162,Lenotti Veneto Rosso Passo Rosso 2020
"[Malvasia,Fiano,Catarratto Bianco]",Sicilia,Italien,Feudo Arancio,3.6,51.37754891222627,7648,Feudo Arancio Grillo Sicilia 2021
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6,48.77144135870755,1407,Roccaperciata Nero d'Avola 2020
[Primitivo],Puglia,Italien,Campo di Marzo,3.6,59,1681,Campo di Marzo Primitivo 2020
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Roccaperciata,3.6,46.31425423681846,1407,Roccaperciata Nero d'Avola 2019
[Primitivo],Puglia,Italien,San Marzano,3.7,48.39914027963344,9686,San Marzano I Tratturi Primitivo 2020
[Primitivo],Salento,Italien,Verosso,3.6,55,11476,Verosso Primitivo 2020
